id,title,privacy,likes,views,comments,timestamp
4840118,Hypoallergenic Dogs for Obama's Kids,public,69,14388,32,Fri Oct 18 13:23:46 2015
4840120,Can You Afford Organic Food?,public,86,4999,47,Sun Oct 20 13:23:48 2015
4840123,Antibiotics Are Being Overused,public,66,9927,46,Fri Oct 04 13:23:51 2015
4840124,What's Your Biggest Pregnancy Craving?,public,75,3052,32,Sat Oct 05 13:23:52 2015
4840131,Win a Fisher-Price Digital Camera!,public,130,1971,35,Sat Oct 12 13:23:03 2015
4840133,Jennie Garth is Cooler Than 90210!,public,117,5198,34,Mon Oct 14 13:23:05 2015
4840139,MGM Will Post Full Movies on You Tube,public,104,2998,35,Sun Oct 20 13:23:11 2015
4840140,7 Ways to Celebrate Veterans Day!,public,120,2118,17,Wed Oct 02 13:21:12 2015
4840145,How to Mix Prints,public,73,9598,33,Mon Oct 07 13:23:17 2015
4840147,Coming Home: A Soldier Recalls the Trip,public,141,20126,44,Wed Oct 09 13:21:19 2015
4840151,Celebrating Veterans Day,public,93,2464,39,Sun Oct 13 13:23:23 2015
4840152,Giving Back to Vets on Veteran's Day,public,151,14045,36,Mon Oct 14 13:23:24 2015
4840170,DRAFT Freezing Your Ovaries,public,135,8477,49,Sun Oct 13 13:24:42 2015
4840171,True Blood: Are You Sucked In?,public,78,14260,30,Mon Oct 14 13:24:43 2015
4840179,Nutrition Quiz: What's Your Food IQ?,public,31,15283,14,Thu Oct 03 11:24:51 2015
4840183,How Often Do You Have Sex?,public,110,3386,29,Mon Oct 07 13:24:55 2015
4840188,DRAFT Skin Cancer or Dry Skin?,public,111,2672,12,Sat Oct 12 13:24:04 2015
4840194,Cranberry Sauce: Take It or Leave It?,public,139,20297,24,Fri Oct 18 13:24:10 2015
4840195,Pilgrim Hat Cookies for Thanksgiving,public,129,17136,34,Sat Oct 19 13:24:11 2015
4840197,Accessories Under $20,public,58,5978,25,Wed Oct 02 13:22:13 2015
4840199,Kelly Ripa's Survival Strategies,public,93,3859,16,Fri Oct 04 13:24:15 2015
4840201,New Baby at Home and Nervous?,public,107,7376,24,Sun Oct 06 13:24:17 2015
4840202,Still Trying to Lose that Baby Weight?,public,136,6011,42,Mon Oct 07 13:24:18 2015
4840210,Did You Watch the Top Chef Premiere?,public,43,4921,13,Tue Oct 15 11:25:26 2015
4840215,Haircuts: Do You DIY?,public,189,5234,48,Sun Oct 20 14:25:31 2015
4840219,Stay Well This Winter,public,114,6862,31,Sat Oct 05 14:25:35 2015
4840233,Mid-November: Links Sweet Links,public,58,7203,30,Sat Oct 19 14:25:49 2015
4840234,Play the Decor Inspiration Game,public,78,6168,19,Sun Oct 20 14:25:50 2015
4840235,Dads & Daughters: Inspiring New Book,public,146,16314,44,Wed Oct 02 14:23:51 2015
4840236,Honor Roll Kids: Woo Hoo!,public,116,3854,39,Thu Oct 03 12:25:52 2015
4840242,Weekend Brunch: Egg Sausage Strata,public,58,10524,11,Wed Oct 09 14:23:02 2015
4840244,Weekend Scents: What Fragrance Are You?,public,41,1117,15,Fri Oct 11 14:25:04 2015
4840246,Friday Freebies!,public,114,16723,38,Sun Oct 13 14:25:06 2015
4840252,Toddler Talk Catch-Up,public,71,12815,28,Sat Oct 19 14:25:12 2015
4840255,DailyBuzz: Weekly Wrap-Up,public,173,6031,46,Thu Oct 03 12:25:15 2015
4840257,"Buy a T-Shirt, Donate a Book",public,116,8072,43,Sat Oct 05 14:25:17 2015
4840258,Talking Parrot Saves Toddler,public,42,12165,27,Sun Oct 06 14:25:18 2015
4840265,Team Aniston or Team Jolie?,public,45,20448,27,Sun Oct 13 14:26:25 2015
4840268,Weekend Entertainment Round-Up,public,38,16562,26,Wed Oct 16 14:24:28 2015
4840270,Weird Web Sites: Share a Laugh!,public,137,19526,46,Fri Oct 18 14:26:30 2015
4840278,Which Way do You Sling?,public,86,19422,13,Mon Oct 07 14:26:38 2015
4840291,20 Drinks That Totally Wreck Your Diet,public,166,3426,47,Sun Oct 20 14:26:51 2015
4840294,Be Inspired: One Mom's Photos of Home,public,161,12876,48,Fri Oct 04 14:26:54 2015
4840299,"The Kids Are Away, So Why Can't I Play?",public,142,15486,33,Wed Oct 09 14:24:03 2015
4840302,Frizz: Living Proof Has the Cure?,public,140,19596,48,Sat Oct 12 14:26:06 2015
4840303,Are You Finished Having Kids?,public,169,20087,49,Sun Oct 13 14:26:07 2015
4840307,Baby Mamas vs. Motrin: Baby Mamas Win!,public,82,10103,37,Thu Oct 17 12:26:11 2015
4840310,Win this Gorgeous Silk Baby Carrier!,public,23,19371,15,Sun Oct 20 15:27:14 2015
4840325,Baby Monitors: A Must-Have or No?,public,58,2905,18,Wed Oct 16 15:25:29 2015
4840327,How To Wear a Belt,public,30,12004,21,Fri Oct 18 15:27:31 2015
4840329,Brush Your Teeth to Live Longer,public,102,5121,28,Sun Oct 20 15:27:33 2015
4840333,The Healthiest City: Burlington Vermont,public,37,19960,16,Sat Oct 05 15:27:37 2015
4840336,Toddler Fight Caught on,public,143,15255,43,Tue Oct 08 12:27:40 2015
4840337,Where are the Male Teachers?,public,88,18058,48,Wed Oct 09 15:25:41 2015
4840338,Teen Pregnancy Poll,public,128,3879,41,Thu Oct 10 13:27:42 2015
4840339,What to Wear to a Winter Wedding,public,93,9600,45,Fri Oct 11 15:27:43 2015
4840343,Chick Flicks: Movies That Make Us Cry!,public,117,18165,43,Tue Oct 15 12:27:47 2015
4840348,One-Pot Wednesdays: Chili,public,141,9705,48,Sun Oct 20 15:27:52 2015
4840353,Home Alone: When is the Right Age?,public,70,8244,34,Sun Oct 06 15:27:01 2015
4840359,Holiday Money-Saving Tips,public,102,4538,40,Sat Oct 12 15:27:07 2015
4840362,Explaining Why Santa Must Downsize,public,165,2891,46,Tue Oct 15 12:28:10 2015
4840364,Add Color to Your Children's Diet,public,60,2503,24,Thu Oct 17 13:28:12 2015
4840367,Have a Safe & Healthy Turkey Day,public,152,4584,46,Sun Oct 20 15:28:15 2015
4840369,Baby Dreams: What Yours Mean,public,126,19991,29,Thu Oct 03 13:28:17 2015
4840371,5 Ways to Be Responsible with Money,public,66,1618,23,Sat Oct 05 15:28:19 2015
4840375,Teens Socializing Online: A Good Thing,public,105,18972,46,Wed Oct 09 15:26:23 2015
4840376,Flu vs. Cold: A Guide to Symptoms,public,15,12283,14,Thu Oct 10 13:28:24 2015
4840377,The Secret to Foolproof Pie Crust?,public,106,6216,27,Fri Oct 11 15:28:25 2015
4840380,"What's for Dinner, Mom?",public,65,12125,37,Mon Oct 14 15:28:28 2015
4840381,Hooray for Friday!,public,148,10222,32,Tue Oct 15 12:28:29 2015
4840385,Clinique's Newest Fragrances Are Neato!,public,45,20009,26,Sat Oct 19 15:28:33 2015
4840389,Bacon Ice Cream: Weird or Wonderful?,public,45,5714,28,Fri Oct 04 15:28:37 2015
4840390,"Seriously, Do You Like Turkey?",public,114,11616,25,Sat Oct 05 15:28:38 2015
4840394,Great Foundations: Makeup That Works,public,110,16715,47,Wed Oct 09 15:26:42 2015
4840395,To-Do List Tattoos,public,76,13558,25,Thu Oct 10 13:28:43 2015
4840396,Suri Beats Shiloh,public,60,3501,21,Fri Oct 11 15:28:44 2015
4840401,Robert Downey Jr: The Comeback Kid,public,65,6967,33,Wed Oct 16 15:26:49 2015
4840402,Santa Claus: Does Your Child Believe?,public,136,6086,35,Thu Oct 17 13:28:50 2015
4840405,Do You Read Her Diary?,public,106,14465,12,Sun Oct 20 15:28:53 2015
4840406,Sleep and New Moms,public,143,18409,41,Wed Oct 02 15:26:54 2015
4840409,Sunny Yellow Weekend: Links Sweet Links,public,104,14477,41,Sat Oct 05 15:28:01 2015
4840413,Do Over! Kids More than 10 Years Apart,public,71,11458,19,Wed Oct 09 16:27:05 2015
4840415,Bigger Breasts by Injection?,public,107,20911,24,Fri Oct 11 16:29:07 2015
4840423,Movie Madness: Weekend Movie Picks!,public,20,18782,14,Sat Oct 19 16:29:15 2015
4840428,Wish Upon a Spa,public,59,15103,21,Sat Oct 05 16:29:20 2015
4840433,Choosing the Sex of Your Child,public,116,18791,22,Thu Oct 10 14:29:25 2015
4840441,Window Blinds Recall,public,109,19911,43,Fri Oct 18 16:29:33 2015
4840446,Have a Great Family Gathering,public,145,12811,34,Fri Oct 04 16:29:38 2015
4840450,How Many Times Before You Give In?,public,80,6446,33,Tue Oct 08 13:29:42 2015
4840461,Be Inspired: Mama to Mama Project,public,43,10882,20,Sat Oct 19 16:30:53 2015
4840466,Best Wines for Thanksgiving,public,126,19991,33,Sat Oct 05 16:30:02 2015
4840467,Having Babies Close Together in Age,public,106,5028,18,Sun Oct 06 16:30:03 2015
4840469,Favorite Diner Food,public,51,20252,27,Tue Oct 08 13:30:05 2015
4840470,How To Wear Leg Warmers,public,121,20310,30,Wed Oct 09 16:28:06 2015
4840473,The Fall of Home Magazines?,public,47,12588,13,Sat Oct 12 16:30:09 2015
4840475,Would You Rent a Designer Dress?,public,118,3700,16,Mon Oct 14 16:30:11 2015
4840476,Help for Hat Hair,public,135,8051,33,Tue Oct 15 13:30:12 2015
4840477,How Often Do You Shave Your Legs?,public,98,8947,31,Wed Oct 16 16:28:13 2015
4840481,Still Crying It Out at 2,public,78,2764,35,Sun Oct 20 16:30:17 2015
4840488,What I'm Thankful For,public,136,17485,41,Tue Oct 08 13:30:24 2015
4840491,Thanksgiving is My Favorite Holiday!,public,43,14789,20,Fri Oct 11 16:30:27 2015
4840493,How Often do You Bathe Your Baby?,public,42,15217,33,Sun Oct 13 16:30:29 2015
4840497,Top 5 Dysfunctional Family Movies,public,116,6433,44,Thu Oct 17 14:30:33 2015
4840509,Gift Guide: The Philanthropist #2,public,91,17231,11,Thu Oct 10 14:30:45 2015
4840512,Toddlers in the Tub,public,153,19067,42,Sun Oct 13 17:31:48 2015
4840516,Avoid Dangerous Toys,public,95,9420,35,Thu Oct 17 15:31:52 2015
4840517,"Gift Guide, Big Kids: Head of the Class",public,126,2724,24,Fri Oct 18 17:31:53 2015
4840525,baby boys show spatial supremacy,public,103,1486,32,Mon Oct 07 17:31:05 2015
4840535,Turkey Leftover Recipes,public,124,2904,24,Thu Oct 17 15:31:15 2015
4840536,Mom Power: Strong Movie Moms,public,136,7470,24,Fri Oct 18 17:31:16 2015
4840543,Rudest Comments While Pregnant!,public,108,19812,48,Sun Oct 06 17:31:23 2015
4840549,Gift Guide: Action Junkie,public,67,10601,25,Sat Oct 12 17:31:29 2015
4840553,Do You Have Working Smoke Detectors?,public,89,8084,29,Wed Oct 16 17:29:33 2015
4840556,The Best Age to Have a Baby: Teens,public,108,19422,19,Sat Oct 19 17:31:36 2015
4840559,"Gift Guide, Baby: Bathing Cutie",public,134,19292,30,Thu Oct 03 15:31:39 2015
4840565,Can You Google Clitoris?,public,80,10533,48,Wed Oct 09 17:30:45 2015
4840566,Is Your Baby's Formula Safe?,public,77,8556,41,Thu Oct 10 15:32:46 2015
4840567,10 New Sex Positions To Keep You Busy,public,90,15868,15,Fri Oct 11 17:32:47 2015
4840568,Live 14 Years Longer: Stop Smoking,public,58,8278,33,Sat Oct 12 17:32:48 2015
4840578,Sweet Potato Cupcakes,public,111,14338,38,Thu Oct 03 15:32:02 2015
4840582,Scared of Santa,public,147,6243,45,Mon Oct 07 17:32:06 2015
4840589,Snuggie: Must-Have or WTH?,public,113,13848,26,Mon Oct 14 17:32:13 2015
4840594,Formula Mixer: Take It or Leave It?,public,85,4997,17,Sat Oct 19 17:32:18 2015
4840595,Katie Holmes vs. Jessica Biel,public,118,11716,46,Sun Oct 20 17:32:19 2015
4840597,Gift Guide: Handmade Hipster,public,44,1311,18,Thu Oct 03 15:32:21 2015
4840598,"Gift Guide, Pregnancy: Zen-Seeking Mama",public,45,1730,18,Fri Oct 04 17:32:22 2015
4840599,Is Obesity a Disability?,public,149,14564,28,Sat Oct 05 17:32:23 2015
4840602,Got a Headache? Try Acupuncture,public,82,18228,47,Tue Oct 08 14:32:26 2015
4840603,"Gift Guide, Big Kids: Creative Kiddo",public,98,14578,14,Wed Oct 09 17:30:27 2015
4840612,Get Organized Now!,public,53,7810,16,Fri Oct 18 18:33:36 2015
4840615,Gift Guide: Handy (Wo)Man,public,116,11721,23,Wed Oct 02 18:31:39 2015
4840617,Starting Your Baby on Solid Food?,public,29,10444,11,Fri Oct 04 18:33:41 2015
4840618,Gift Guide: Celeb Obsessed,public,93,20280,49,Sat Oct 05 18:33:42 2015
4840621,Gift Guide: Do It Yourselver,public,115,11626,29,Tue Oct 08 15:33:45 2015
4840623,"Gift Guide, Big Kids: Board Gamer",public,133,20429,44,Thu Oct 10 16:33:47 2015
4840625,One-Pot Wednesdays: Vegetable Soup,public,120,9643,37,Sat Oct 12 18:33:49 2015
4840626,What to Get the Teacher?,public,119,2021,18,Sun Oct 13 18:33:50 2015
4840648,"Gift Guide, Big Kids: Sports Lover",public,148,2828,49,Wed Oct 16 18:31:16 2015
4840653,"One Soup, Four Ways",public,130,12689,35,Wed Oct 02 18:31:21 2015
4840659,Do Your Kids Wear Helmets?,public,127,11832,48,Tue Oct 08 15:33:27 2015
4840663,Holiday Movies: A Christmas Story,public,60,11399,24,Sat Oct 12 18:34:31 2015
4840668,Gift Guide: The Gadget Guru,public,141,17967,48,Thu Oct 17 16:34:36 2015
4840677,The Holiday Gift Detective,public,31,16494,22,Mon Oct 07 18:34:45 2015
4840680,Budget Gifts: Holiday Bucket of Fun!,public,67,10888,32,Thu Oct 10 16:34:48 2015
4840688,Jogging 101: Get Started Today,public,121,15313,30,Fri Oct 18 18:34:00 2015
4840693,New H&M Home Store,public,175,19991,48,Fri Oct 04 18:34:05 2015
4840694,The Life of a First Grader,public,65,17928,16,Sat Oct 05 18:34:06 2015
4840703,Are You Putting Holiday Lights Up?,public,81,18991,40,Mon Oct 14 18:34:15 2015
4840705,Santa is One Scary Dude,public,81,9445,28,Wed Oct 16 18:32:17 2015
4840707,"Stop Changing Diapers, Already!",public,92,5773,43,Fri Oct 18 18:34:19 2015
4840708,Win Free Diapers for a Year!,public,102,9815,30,Sat Oct 19 18:34:20 2015
4840709,Help for Constipated Babies,public,57,5520,21,Sun Oct 20 18:34:21 2015
4840714,Best Cookbooks for the Home Chef,public,87,17910,25,Sun Oct 06 19:35:26 2015
4840718,Vintage Snowflake: Ornaments I Love,public,69,3970,20,Thu Oct 10 17:35:30 2015
4840722,Toddler-Proof Your Christmas Tree,public,128,10875,35,Mon Oct 14 19:35:34 2015
4840723,What Your Lipstick Says About You,public,95,5994,13,Tue Oct 15 16:35:35 2015
4840726,Deal of a Happy Hanukkah Wall Hanging,public,95,20583,21,Fri Oct 18 19:35:38 2015
4840728,Weird Websites: Peep Research!,public,53,13733,34,Sun Oct 20 19:35:40 2015
4840732,Need Money? Sell Your Hair!,public,113,5383,30,Sat Oct 05 19:35:44 2015
4840739,This Could Be Why Your Baby's So Grumpy,public,70,16620,37,Sat Oct 12 19:35:51 2015
4840746,Is Your Child a Picky Eater?,public,114,4231,33,Sat Oct 19 19:35:02 2015
4840749,Babysitter Gift Ideas,public,133,18636,24,Thu Oct 03 17:35:05 2015
4840757,Preschool Teacher Gifts Under $5,public,110,14109,21,Fri Oct 11 19:35:13 2015
4840767,One-Pot Wednesdays: Bean Burritos,public,136,5167,26,Wed Oct 02 19:34:23 2015
4840769,A Mother's Moment,public,116,19744,18,Fri Oct 04 19:36:25 2015
4840771,Toddlers in Their Big Kid Beds!,public,133,20404,38,Sun Oct 06 19:36:27 2015
4840772,You Know You're a Mom When...,public,110,9112,21,Mon Oct 07 19:36:28 2015
4840779,Interfaith Holiday Cards,public,105,19680,13,Mon Oct 14 19:36:35 2015
4840783,Mom Style: What It Means to Jaiden615,public,90,20108,38,Fri Oct 18 19:36:39 2015
4840788,TEST Weekly Pregnancy Calendar: Week 15,public,102,6687,43,Fri Oct 04 19:36:44 2015
4840789,My Baby Threw Up on a Flight Attendant,public,173,8858,45,Sat Oct 05 19:36:45 2015
4840790,Would You Dye Your Baby's Hair?,public,76,13473,11,Sun Oct 06 19:36:46 2015
4840791,Acorns in Bone China: Ornaments I Love,public,116,11206,36,Mon Oct 07 19:36:47 2015
4840794,Happy Almost-the-Holidays Weekend!,public,49,19146,30,Thu Oct 10 17:36:50 2015
4840802,Easy Cookies: Five Ingredients or Less!,public,110,18987,18,Fri Oct 18 19:36:02 2015
4840811,Golden Globe 2009 Nominations are In!,public,104,9936,22,Tue Oct 08 17:37:11 2015
4840814,Sleepovers: Do You Allow Them?,public,43,13508,20,Fri Oct 11 20:37:14 2015
4840818,Stocking Stuffers: Holiday Movie Buffs!,public,120,8070,40,Tue Oct 15 17:37:18 2015
4840819,Stocking Stuffer: Parents,public,107,3718,16,Wed Oct 16 20:35:19 2015
4840820,Stocking Stuffer: Girly,public,107,17750,33,Thu Oct 17 18:37:20 2015
4840823,"Ashlee Simpson, Out on the Town",public,43,20376,17,Sun Oct 20 20:37:23 2015
4840826,Teacher Gifts: What NOT to Get!,public,166,20756,37,Fri Oct 04 20:37:26 2015
4840832,Husbands in the Labor & Delivery Room,public,137,2749,46,Thu Oct 10 18:37:32 2015
4840838,Toddlers Swallow Odd Things!,public,118,5468,48,Wed Oct 16 20:35:38 2015
4840842,Eggnog: Like or Dislike?,public,98,20871,44,Sun Oct 20 20:37:42 2015
4840844,Pediatricians Often Keep Kids Secrets,public,116,7023,23,Thu Oct 03 18:37:44 2015
4840845,Holiday Recipes: Mulled Wine,public,49,9358,12,Fri Oct 04 20:37:45 2015
4840851,Did You Plan Your Baby?,public,145,16988,40,Thu Oct 10 18:37:51 2015
4840853,Depressed About Money This Holiday,public,104,6391,43,Sat Oct 12 20:37:53 2015
4840861,Sunday Game Day!,public,55,19831,46,Sun Oct 20 20:38:05 2015
4840867,Delgo: Must See New Family Movie!,public,97,16017,29,Mon Oct 07 20:38:11 2015
4840871,Do You Know Baby CPR?,public,64,18801,29,Fri Oct 11 20:38:15 2015
4840874,When Onions Make Your Eyes Sting,public,79,5303,39,Mon Oct 14 20:38:18 2015
4840879,Tips for Buying Used Clothing,public,53,15270,29,Sat Oct 19 20:38:23 2015
4840880,Embarrassing Things Kids Say,public,108,9584,32,Sun Oct 20 20:38:24 2015
4840890,Mom Style: What It Means to crazedmom,public,50,13996,32,Fri Oct 11 20:38:34 2015
4840892,Violent Temper Tantrums: How to Deal,public,117,17268,45,Sun Oct 13 20:38:36 2015
4840896,Stocking Stuffers: Diet Friendly,public,142,7699,45,Thu Oct 17 18:38:40 2015
4840898,Stocking Stuffers: Get Zen,public,110,10363,12,Sat Oct 19 20:38:42 2015
4840902,Baby Names: How Popular is Yours?,public,153,12383,37,Fri Oct 04 20:38:46 2015
4840916,Mom Confessions: I Favor My Older Child,public,28,7160,20,Fri Oct 18 21:39:04 2015
4840917,Updo for the Holiday: The Retro Look,public,126,16302,21,Sat Oct 19 21:39:05 2015
4840918,Breastfeeding Toddlers,public,71,16980,17,Sun Oct 20 21:39:06 2015
4840924,Did You Baby-Proof Your Christmas Tree?,public,123,8399,46,Mon Oct 07 21:39:12 2015
4840932,Workout with New Mom Gabrielle Reece,public,72,5168,48,Tue Oct 15 18:39:20 2015
4840933,Name That Christmas Tune!,public,107,18090,32,Wed Oct 16 21:37:21 2015
4840938,5 Things Super Happy Couples Do,public,59,13652,43,Wed Oct 02 21:37:26 2015
4840942,Toddler Meal: Barbecue Cups,public,37,9220,16,Sun Oct 06 21:39:30 2015
4840943,Paid to Blink?,public,126,12256,38,Mon Oct 07 21:39:31 2015
4840946,Adam Walsh Murder: Case Closed,public,61,18976,17,Thu Oct 10 19:39:34 2015
4840949,How Long Will You Breastfeed Your Baby?,public,64,18878,41,Sun Oct 13 21:39:37 2015
4840951,"DIY Catalog Christmas Tree, uh, WOW!",public,81,17069,34,Tue Oct 15 18:39:39 2015
4840954,"Stocking Stuffers, Big Kids: Game Books",public,82,11594,16,Fri Oct 18 21:39:42 2015
4840958,Last Minute Gift Idea: Wine Glasses,public,133,10935,46,Thu Oct 03 19:39:46 2015
4840959,One-Pot Wednesdays on Top Chef!,public,120,14306,26,Fri Oct 04 21:39:47 2015
4840962,Beauty Pageants: Good or Bad for Women?,public,58,3256,25,Mon Oct 07 21:40:50 2015
4840970,Funny Pacifiers: Take 'Em or Leave 'Em?,public,46,3550,15,Tue Oct 15 18:40:02 2015
4840972,What's Your Baby's Comfort Toy?,public,125,1489,24,Thu Oct 17 19:40:04 2015
4840982,Potato Latkes for Hanukkah,public,142,14463,37,Tue Oct 08 18:40:14 2015
4840985,Hand-Washing Battles,public,49,18548,47,Fri Oct 11 21:40:17 2015
4840992,The Duggars: Baby Makes 18!,public,164,7340,45,Fri Oct 18 21:40:24 2015
4840995,I am Santa Claus!,public,120,5735,46,Wed Oct 02 21:38:27 2015
4840998,"Do You Tell Your Kids to """"Shut Up?""""",public,37,12747,18,Sat Oct 05 21:40:30 2015
4840999,Paris Hilton: Jewel Heist at Her Home!,public,54,14815,30,Sun Oct 06 21:40:31 2015
4841007,High Chair Recall: Evenflo Majestic,public,86,8284,17,Mon Oct 14 21:40:39 2015
4841015,Reuse Ideas,public,51,16883,35,Thu Oct 03 20:41:47 2015
4841020,Baby Names: Hottest Trends for 2009,public,57,14636,20,Tue Oct 08 19:41:52 2015
4841022,What Makes You Feel Beautiful?,public,86,10558,39,Thu Oct 10 20:41:54 2015
4841047,Obama Adds Kids Concert to Inauguration,public,93,13184,25,Wed Oct 16 22:39:23 2015
4841049,Diaper Rashâ€”Solved!,public,122,12348,13,Fri Oct 18 22:41:25 2015
4841054,Wonderful and Weird Links,public,85,16711,44,Fri Oct 04 22:41:30 2015
4841055,2008 Christmas TV and Movie Schedule,public,38,11320,34,Sat Oct 05 22:41:31 2015
4841059,5 Ways to Sharpen Your Brain,public,63,15351,31,Wed Oct 09 22:39:35 2015
4841061,Holiday Gifts: How Much Did You Spend?,public,55,17260,34,Fri Oct 11 22:42:37 2015
4841062,How to Make the Perfect Cheese Plate,public,175,3180,49,Sat Oct 12 22:42:38 2015
4841066,"Happy New Year, Happy Healthy Baby",public,99,8883,27,Wed Oct 16 22:40:42 2015
4841067,Last Minute Hand-Made Christmas Gifts,public,82,14549,47,Thu Oct 17 20:42:43 2015
4841068,Have You Been Surprised by the Sex?,public,99,16483,49,Fri Oct 18 22:42:44 2015
4841069,Be Honest: Did You Buy Yourself a Gift?,public,116,18760,21,Sat Oct 19 22:42:45 2015
4841081,Regifting: Are You Guilty?,public,113,11383,48,Sat Oct 12 22:42:01 2015
4841082,Answers to Common Toddler Problems,public,107,14960,28,Sun Oct 13 22:42:02 2015
4841088,FDLS Girls Were Sexually Abused,public,42,15929,15,Sat Oct 19 22:42:08 2015
4841096,"Now, That's a Big Baby!",public,65,16200,29,Tue Oct 08 19:42:16 2015
4841100,Quick Post-Holiday Workout at Home,public,53,7212,33,Sat Oct 12 22:42:20 2015
4841101,Kid Doesn't Wipe Good,public,125,15723,24,Sun Oct 13 22:42:21 2015
4841102,Best Thing You Ate in 2008?,public,87,20852,20,Mon Oct 14 22:42:22 2015
4841106,Feel Better When You're Sick,public,137,10275,32,Fri Oct 18 22:42:26 2015
4841110,Mom Style: What It Means to my2luvbugs,public,50,13407,27,Thu Oct 03 21:43:30 2015
4841115,Enchanted: Our Favorite Family Flick!,public,75,1178,41,Tue Oct 08 20:43:35 2015
4841120,Let's Have an Ugly Sweater Party!,public,58,12300,28,Sun Oct 13 23:43:40 2015
4841123,Close Calls,public,112,2737,12,Wed Oct 16 23:41:43 2015
4841125,8 Ways to Get Cheaper Child Care,public,98,20834,49,Fri Oct 18 23:43:45 2015
4841131,New Year's Eve: Do Your Kids Stay Up?,public,119,14698,21,Sat Oct 05 23:43:51 2015
4841139,Best Movie of 2008? What's Your Pick?,public,112,8332,48,Sun Oct 13 23:43:03 2015
4841140,I Resolve to ...,public,100,4045,14,Mon Oct 14 23:43:04 2015
4841144,Top Baby Names on CafeMom,public,113,13749,13,Fri Oct 18 23:43:08 2015
4841145,Get Crafty in 2009?,public,60,18918,13,Sat Oct 19 23:43:09 2015
4841149,Does Your Job Keep You Fit?,public,141,19300,47,Fri Oct 04 23:43:13 2015
4841156,How to Remember Birthdays,public,52,8190,33,Fri Oct 11 23:43:20 2015
4841161,Do You Wash Clothes Before You Wear?,public,77,11714,14,Wed Oct 16 23:42:25 2015
4841165,"""My Romantic New Year's Eve Plans""",public,109,9592,11,Sun Oct 20 23:44:29 2015
4841172,Eleven Year Old Dies Walking in Snow,public,82,11812,41,Tue Oct 08 20:44:36 2015
4841173,"I Don't Make Resolutions, Do You?",public,143,17437,45,Wed Oct 09 23:42:37 2015
4841175,Would You Stop for Food While in Labor?,public,143,20395,41,Fri Oct 11 23:44:39 2015
4841178,Weaning a Co-Sleeper: One Mom's Story,public,126,19040,47,Mon Oct 14 23:44:42 2015
4841181,Happy New Year's Resolutions,public,25,13019,13,Thu Oct 17 21:44:45 2015
4841185,Baby Born on an Airplane,public,73,15655,47,Wed Oct 02 23:42:49 2015
4841187,How Many Babies is Too Many?,public,140,17565,40,Fri Oct 04 23:44:51 2015
4841189,"""Shut Up, Mom!"" Disrespectful Kids",public,87,19542,28,Sun Oct 06 23:44:53 2015
